,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres
18068,6DploCSZVf5gvIP7WBBU6S,Afterbloom (feat. Deza),Afterbloom (feat. Deza),"[""MOTi"", ""Gustavo Dotch"", ""Deza""]",0.685,0.626,0,-8.58,0,0.0311,0.0491,3.6e-05,0.131,0.514,124.007,154839,"Dripping diamonds from your eyes
Damn, you're even looking lovely when you cry
Air so heavy you could cut it with a knife
With a knife
I'm still mesmerized
When I should be running for my life

Caught up in the after bloom with you
Hate that you're so beautiful here too
'Cause darling, even in the ending
There's no pretending
You're not breaking my heart pretty too

Ripping your petals dry
Trying to keep a piece of you even thought we died
I'm still your biggest fan, biggest fan for life
Diamond boy and silver lines
Memory gets me high

I'm still hypnotized
When I should be running for my life

Caught up in the after bloom with you
Hate that you're so beautiful here too
'Cause darling even in the ending
There's no pretending
You're not breaking my heart pretty too

After bloom with you

After bloom with you
After bloom with you

Caught up in the after bloom with you
Hate that you're so beautiful here too
'Cause darling even in the ending
There's no pretending
You're not breaking my heart pretty too

After bloom with you",2021,Electronic,41,269844,42.66666666666666,"[""1vo8zHmO1KzkuU9Xxh6J7W"", ""4BVrKqgmtI33WIxB6aabYZ"", ""2HoaVzOMwwXNauX5cjdXwg""]","[""big room"", ""edm"", ""future house"", ""jazz house""]"
81546,6hmeTgvNZVy15RyeADykl2,Cecil Brown,"Lovesick, Broke, & Driftin'","[""Hank Williams III""]",0.68,0.521,7,-6.781,1,0.0257,0.311,1.5000000000000002e-05,0.126,0.542,134.559,212373,"Well my name is Cecil Brown
And I'm from a little town
And people don't think much of me

I never understood
Why they thought I was no good
But this is how it seems

The feelings of this worn out cowboy
Will make you feel so cold
I've traveled up and down so many
Kind of lonesome roads

I once took the high road
And it took me straight to hell
And I stood there all by myself

Cause all alone's where
I feel like I belong
Cause it don't matter
Who's right or wrong

The feelings of this worn out cowboy
Will make you feel so cold
I've traveled up and down so many
Kind of lonesome roads

Pickin' up the pieces
Of my broken family
Is not an easy sight to see

And as the leaves have changed
It helps ease the pain
And sufferin' they left for me

The feelings of this worn out cowboy
Will make you feel so cold
I've traveled up and down so many
Kind of lonesome roads",2002,Country,38,291761,48.0,"[""3qf2YoifC68WTsMv1YIGmh""]","[""alt country"", ""honky tonk"", ""outlaw country"", ""psychobilly"", ""rockabilly""]"
340439,4g4to04UaOZpBrGtOda3BO,Our House,welcome to: OUR HOUSE (Deluxe),"[""Slaughterhouse"", ""Eminem"", ""Skylar Grey""]",0.683,0.978,2,-3.793,0,0.261,0.103,0.0,0.113,0.529,72.977,358160,"I wanna be the best who ever did it
Don't know if that goal is feasible, or it isn't
But if it is then God, if you're listenin'
Please grant me the strength to crush all competition
You can't blame me for dreaming, I'm a dreamer
And if I'm coming off brash please forgive me
But, that's all I want
I just wanna be the illest MC (That's all I want)
The same time being as real as can be
Mayhem, sickness, murder, horror
These are the kind of words that describe my aura
G Rap, Ras Kass, Kurupt
Redman I am cut from that cloth
Write a rhyme about me, you a dead man
Cool J, I'm Bad video
Learned the whole routine and performed it for my father's friends
While they smoked and drank
Symphony, D.O.C. inspired me to write what
Would eventually put me on airplanes like B.o.B
Canibus, Wu-Tang, you know our history but hats off
When we rap this Jack Frost we outline the track chalk
Thank God for the one-two cadence
Thank God for the lunchroom tables
I'm trying to be the sickest nigga, dead or alive
And if I happen to fall short, it's been one hell of a ride
Chronic 1 and 2, looking up at the sky at the sun
Up until the day the sun is you
You listening to hip-hop, you in Jay's house
Wayne's house, Nas' house
Em's house, Our House
So welcome, to our house
Where no one, comes back out
You won't find, comfort
In here, in here, in here
When I was a little boy I wanted to be a rapper
Wanted to be on the radio and snapping pictures after
And so I grabbed my pen and pad and scribbled chitter chatter
It started off wack
But in the words of a ten year old, my shit was getting phatter
I hit the studio at 16, stupid ill
Not knowing how the booth would feel, what's ADAT's and two inch reel
How you ad-lib? What's a punch? I ain't a boxer
But I sure enough learned the ropes, look D and Mike you made a monster
Now everyday's a game of Contra, I got 99 men
An infinite amount of rounds inside this mighty fine pen
This is my dream, don't fuck with it, I'm telling you
Cause anyone can get dusted as long as production is available
I'm disgusted as a fan, look how niggas sounding, damn
Weak head, ya'll suck bad, fuck swag and your kicks from South Japan
I'm finna to be the best in this profession
I've been invested all my life, so wipe your feet before you step in
Our house
So welcome, to our house
Where no one, comes back out
You won't find, comfort
In here, in here, in here
I wanna be the best who ever did it
Don't know if that goal is feasible, or it isn't
But if it is then God, if you're listenin'
Please grant me the strength to crush all competition
You can't blame me for dreaming, I'm a dreamer
And if I'm coming off brash please forgive me
But, that's all I want
I just wanna be the illest MC (That's all I want)
The same time being as real as can be
Yo, in my house, the lights out
No utilities in the facilities
Feeling my life's 'bout, to wipe out
These feelings I'm feeling be killing me
I pull the mic out, can't strike out
Cause if winning is really my enemy
I pull a nine out, blow my mind out
Is the end of me really serenity?
Man in my house, it's rap or die
Get a piece of that apple pie
Life is a Pharcyde song, and that bitch just passes by
So I, got lyrically complex, that way I could clock checks
Get my moms out the projects, with these concepts, competition can't digest
And then I stress cause the road is rough
I start feeling like shit's sour
The electricity in my will power could still power the twin towers
For ten hours, so send cowards
The message from Crooked I
Royce Da 5, Joe Budden, Em, Yaowa
In our, house we spit like Sig Sauers
The way I feel now I could spit for six hours
Straight, only way to be great, is to dig down,
If you can hear this sound inside my head sounds like a fucking drive-by
That's what the inside of my mind's like
Looking back on my career, even hindsight, tunnel vision, 5 mics
Never wanted that so bad well I got-ta go mad
Nomad with a notepad
Go Taz, spaz on these ho bags
That bother me, but I never wanna show that
Just don't act like it ever does
Even though you know that there will never come
A day someone blows past you, never was
Someone who's as dope as you ever was
And you hope that's, true cause the competitor in you
Couldn't let somebody be better than you
And you know that, so you don't ever hold back
What you gonna go back, to working a regular job?
Fuck that, I'm gonna go hard grab on my, gonads
Tell them fuck themselves
They call me a wigger like Renee Zell
But I raised hell like a stay-at-home dad
Rap is the only thing that I was ever really, bad to the bone at
Guess I'm similar to, gangrene when I'm, angry then I'm
Hulk Smash, so much passion but no compassion
If eyes are the windows to the soul
Then it's, broken glass and there's no trespassing
Alright now here we go
Dre stamped me now I'm stamping Yelawolf
Get ready for the most competitive
Clique in the world it's like Clash Of The Titans
I released the cracker it's time to set it again
And when it's said and it's all done
None shall ever fuck with this squadron
So come on in, at your own risk
This is (Our House) Bitch!
So welcome, to our house
Where no one, comes back out
You won't find, comfort
In here, in here, in here",2012,Hip-Hop,38,107005315,66.66666666666667,"[""5rVbcJv0JRfhWLA3mgM73r"", ""7dGJo4pcD2V6oG8kP0tJRR"", ""4utLUGcTvOJFr6aqIJtYWV""]","[""hip hop"", ""rap""]"
422197,2DLsZCx5UEqVB3vY3kZWWB,Starstruck,The Fame,"[""Lady Gaga"", ""Space Cowboy"", ""Flo Rida""]",0.876,0.631,8,-5.939,0,0.143,0.0208,0.0,0.062,0.509,102.99,217120,"Groove, slam, work it back
Filter that, baby, bump that track
Groove, slam, work it back
Filter that, baby, bump that track
Groove, slam, work it back
Space Cowboy, just play that track
Gaga in the room, so starstruck
Cherry, Cherry, Cherry, Cherry Boom Boom

Rolling up to the club on the weekends
Styling out to the beat that you're freaking
Fantasize I'm the track that you're tweaking
Blow my heart up

Put your hands on my waist, pull the fader
Run it back with original flavor
Queue me up, I'm the 12 on your table
I'm so starstruck

I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)

Baby, now that we're alone, got to request
Would you make me number one on your playlist?
Got your Dre headphones with the left side on
Want to scratch me back and forth back and forth, uh huh

Put your hands on my waist pull the fader
Run it back with original flavor
Get the breakdown first
Up until the chorus to the verse
Re-ke-re-ke-Reverse

I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)

Hey, lil mamma like really, really is that him?
I done seen you before, what you got on them big rims
Enter that cash flow, I'm like baby you don't trip
So shawty say hand over your signature right here
Like adjust the dotted line, and I'm supposed to sign
How she at it, a fanatic and I think it's going down
She so starstruck, the gal all stuck
I shoulda had an overdose, too many Starbucks

Ain't never seen a balla, paper that stack taller
Stunners who let the top back on the Chevy impala
Hummers and all that, fully loaded with two spoilers
What did you call that when you showed up with two dollars
But that's another chapter, son of a bachelor
All on me, just spotted a baby actor
Complete swagger, there go the dagger
Got what she wants, shawty happily ever after

I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)

Groove, slam, work it back
Filter that, baby, bump that track
Groove, slam, work it back
Filter that, baby, bump that track
Groove, slam, work it back
Filter that, baby, bump that track
Groove, slam, work it back
Filter that, baby, bump that track

Baby, now that we're alone, got to request
Would you make me number one on your playlist?
Got your Dre headphones with the left side on
Want to scratch me back and forth back and forth, uh huh

Put your hands on my waist, pull the fader
Run it back with original flavor
Get the breakdown first
Up until the chorus to the verse
I'm so, I'm so

I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)
I'm so starstruck
(Baby, cause you blow my heart up)",2008,Pop,58,52570890,73.33333333333333,"[""1HY2Jd0NmPuamShAr6KMms"", ""7IEs29neldWttflhIzGhCX"", ""0jnsk9HBra6NMjO2oANoPY""]","[""art pop"", ""pop""]"
302084,4OHCOBWfQDlZxppZNBNvQp,Money On My Brain,"4,5,6","[""Kool G Rap""]",0.779,0.763,7,-5.58,1,0.357,0.158,0.0,0.6000000000000001,0.735,89.705,293040,"Ninety-five, keep it live
Yeah to make papers, knahmsayin?
Motherfuckin Kool G. Rap and B1
And my motherfuckin man Grimm
Just comin with somethin to keep the brainstem

It's Big 1 son, Jamaica Queens is the turf
And I'ma exploit, heaven and earth, for what it's worth
It's the MC extrordinaire, the jewels glare
The God is rare, I'm takin bitches back to my lair
I want mines and yours, strippin niggaz to they drawers
No probable cause, with the chrome double 4's
It's the Queens New Yorker with a bulletproof parka
In eighty-four, it was Calvins and British Walkers
Now I'm sippin Harvey's Bristal Cream with the glock 17
As the sirens race to the scene
Tryin to get dough, like Pablo, today, fuck tomorrow
Seats for carro, as I recline in Monte Carlo
I got the game down to a science, it's the clients
That turn small time hustlers into giants
Three course meal, waitin for my appetizer
Blowin like a geyser, time only makes me wiser
Paraphenalia, and material, makes the crew imperial
I put the fear in you, sippin beer with two
Handlin business properly, form a monopoly
Storefront property, if not, another robbery
I'm puttin forth the effort, murder's the method
The steak is peppered
Son when I let off you meet your Lord and shepherd
Bloody money gets niggaz deaded and wetted
Don't forget it, money's the metal and my hand is magnetic

Grimm, B1

I gotta flip these bricks
Cause bein broke drive me insane
Money's on my motherfuckin brain
From O-Z's to ki's
The triple beam brings fame to my name
Money's on my motherfuckin brain
Niggaz be scheamin and teamin
But still I maintain
Money's on my motherfuckin brain
Cause money and murder go hand in hand
It ain't nothin but a game
Money's on my motherfuckin brain son

Cryin hopin God forgive me for the ones I killed
But until still, I dry my eyes with hundred dollar bills
Like McDonald's, makin mills servin
Fuck a Landcruiser now, pulls a? to Suburban
Stressed out, sittin thinkin past bed time
Scared can't sleep, nightmares about fed time
Diamonds, linens, ostrich and all that
Fat shit I'm talkin code cause my phone's tapped
Crackheads worship me like I'm Jesus
Uncle Sam can't stand me cause I'm fuckin all his nieces
Cuties every colour, who I wanna fuck next?
Buy a new car, maybe Lamborghini trunk next
Look at the jealousy in the eyes of the roughnecks
Bulletproof glass just in case they wanna buck Tecs
A large ratio in this game dies
But I'm flippin pies, til the Senate legalize

Grimm, G. Rap (same lines)

I'm sportin flavors and Timbs, a ninety-five Bezn with the chrome rims
Presedential Rolex, two carat diamonds with the stone gems
Pockets filled with lucci leather wallets designed by Gucci
Parlay in resteraunts, eatin shrimp, scampi and sushi
Fly minks, with icicles that blink inside cuban links
Lookin?, brothers stink, got loot like I'm doin banks
Hundred dollar bottles of chammy, condos in Miami
Front row seats up at the Grammy's, the broke niggaz can't stand me
Hold the flame low, hotel suites inside the Flamingo
Just home by the dingos, I step up in em rockin Kangols
Straight up fakin no jacks, cause all my crackshacks are jam packed
My mad stacks, show that I'm on the right track, like Amtrak
So stand back, cause I'ma make whatever it takes
To shake Jakes, and shoot snakes, and bake more snowflake cakes than Drake's
Cut up your grill like I'm the Barber of Seville
Still like Gotti bodies are found inside the harbor cause I'm ill
It's war, but no more kids are bein kidnapped, matter of fact
Ain't with the shit black, I was young when I did that
There's dope in the Copa Cabanas, cock back the hammers
So niggaz in pajamas get they wigs split like bananas
Stable of hotties, niggaz with shotties catchin bodies
Neighborhood John Gotti with more notes than Pavarotti
Yeah, paid as a motherfuckin bank teller
The Goodfella, I stay a motherfuckin drug seller

Grimm, G. Rap, B1 (G and B alternate)",1995,Hip-Hop,31,301876,48.0,"[""099tLNCZZvtjC7myKD0mFp""]","[""boom bap"", ""east coast hip hop"", ""hardcore hip hop"", ""horrorcore"", ""old school hip hop"", ""underground hip hop""]"
371289,6r2aAQKIRtvubmG2cuNhtG,Resin,Grey Sheep II,"[""$uicideboy$""]",0.8210000000000001,0.652,1,-5.857,1,0.057,0.11,3.54e-06,0.247,0.123,111.004,139154,"Cop the smoke, cop the smoke, cop the smoke
Cop the smoke, cop the smoke, cop the smoke
Cop the smoke, cop the smoke, cop the smoke
Cop the smoke, cop the smoke, cop the smoke
Cop the smoke, cop the smoke, cop the smoke
Lungs filled with resin from eleven
Years of blunt smoke choke on the kush
Now I'm steppin' up to punt
Hoes to the fucking curb
Send her ass back to the
'burbs, what you heard, ho?
Ruby the elephant in the room, awkward
$now Leopard on the purge
Sippin' codeine and surge
No limit to my thirst, four O's, four hoes
Two styrofoam cups
Go on and bury me in the lawn, if you must
Crack of fucking dawn, hand rise out the mud
Ruby resurrected, time to gas up with Tuss
Tusk in my heart from a fucking she-devil
Bitch, I settle for the metal
Pressed against my fucking temple, uh
Life is a circle, death is eternal
Verbally thermal, I'm certainly murdering
Earning fees and burning trees
Ruby stay draped in purple
Cop the smoke, cop the smoke, cop the smoke
Cop the smoke, cop the smoke, cop the smoke
Cop the smoke, cop the smoke, cop the smoke
Cop the smoke, cop the smoke, cop the smoke
Cop the smoke, cop the smoke, cop the smoke
Stuff me a cone that's filled
Up with an eight
Percocet, Xanax got me feeling great
Coke on the plate, I been up for three days
That fucking misfit, bitch
You know what the business
Holes in my lungs, I got spots on my kidneys
'Shrooms start to kick in
And I start to trippin'
Real life addictions wit' no
Plans of quittin'
Hoes I be diggin' for the day I feel it
Me and Ruby cruising on the
Ave where the rainfall
Twisted motherfucker when I hate
When I wait with the motherfuckin' chainsaw
Vroom, vroom, vroom!
Come at your neck, I'm that vet on the block
Clutchin' on the Glock
Too cold to be hot, too hot to be broke
When broke on that dope, you know how that go
Cop the smoke, cop the smoke, cop the smoke
Cop the smoke, cop the smoke, cop the smoke
Cop the smoke, cop the smoke",2016,Hip-Hop,46,9100990,85.0,"[""1VPmR4DJC1PlOtd0IADAO0""]","[""cloud rap"", ""emo rap"", ""horrorcore"", ""trap metal"", ""underground hip hop""]"
477860,43qgiVrRWrxv0jhYRsJtm3,This Is What I Mean,This Is What I Mean,"[""Stormzy"", ""Black Sherif"", ""Amaarae"", ""Ms Banks"", ""STORRY""]",0.6880000000000001,0.713,1,-6.627,1,0.103,0.0443,0.00049,0.231,0.451,89.89,325333,"Oh
Oh-oh, why?
(Oh)
It's a bigger operation (oh, oh)
What's with all the speculation? (Oh, oh)
Had to close the store for renovations (oh, oh)
My cuz, he said ""Stormz', man, they're runnin' out of patience, you know"" (oh, oh)
Time to make a statement (oh, oh)
Time to free my mind of limitations (oh, oh)
Finessed the majors, that's my form of reparations (oh, oh)
They said you can't slide, you're a treasure to the nation (oh, oh)
But what they gonna do, what they gonna say? (Oh, oh)
Stormz' got that sauce, this that bolognese (oh, oh)
Talkin' 'bout the bread, like it correlates (oh, oh)
I see you lookin' bothered with your bothered face (oh, oh)
Even though we're comin' from a common place (oh, oh)
All I see is stars, like we in a Wraith (oh, oh)
So give him room to grow and just give him space (oh, oh)
And he could be a young, black Jimmy Nates
Oh, this is clean, this is clean (clean)
This is what I mean, I said, this is what I mean, yo
All my niggas got it, we unanimous
Cut from different cloth and different calibers
My skeleton is matchin' with my managers
She love me, 'cause I'm handsome and I'm talented (boy, boy)
Hangin' off the banisters
Tell me, who's gon' pay for all the damages?
Ah, I'm just reckless, like the mandem is
Talkin' recky, we gon' ask you where your manners is
I said it from a kid, you should've listened
I manifest the shit and then it happened
Said that I'ma do it, then it happens
P2J up on the rhythm and it's slappin'
I shout my brother Giggs, that's more than rappin'
Shout my sister Mel, we doin' fashion (sheesh)
Ah, all this work that I've been mashin'
Put your boy in the position where I profit off my passion, alright
They don't know about the times I've bled
Give a fuck 'bout what the timeline said, I do your day streams
In a second, yeah, I shine like Ed
I thank God for the live I've led, then get the Wraith clean
I heard them sayin' grime ain't dead
I'm Harry Styles, the way I fine-line tread, you're goin' mainstream
Mind your business, 'fore you mind my bread
If ten million weren't enough, I make a lifetime pledge, alright (boy)
This is what I mean
This is what I mean
This is what I mean
This is what I mean
This is what I mean
This is what I mean
Uh, I can't address your niggas on the 'net, they disrespect
They don't wanna give me my respect, it's disrespect
A nigga doin' numbers, what the fuck did you expect?
They charge a nigga fifty every time I miss the jet, ah
I guess I overslept
If she hold me down, then I might buy her a Patek
The mandem hold me back, because they know just how I get
Please, don't hold my money, man, just wire me my check
I make a pay from your mother, 'cause it's lots on the beach
White bitches rollin' in the deep
Nosedivin' off a yacht, into the sea
Blah, still I keep the blicky on me
Bitch, I'm off that thing already
Uh, uh, you know I'm with a ting already
She is then center fold, a centerpiece
But she might like that chopper sing already, hmm
Bitch, I'm off that thing already
Uh, uh, you know I'm with a ting already
They don't wanna give me my respect, it's disrespect
Y'all gon' have to pay out them banks, fuck a check (um, aight)
I don't do whose the rapper way
All that cappin' on the net, I'll make the mandem blew a cap away
So we just let them niggas out the way
I think I'm Kanye mixed with Donny Hathaway
I heard Sunday's the new Saturday
We praisin' God, I watch my enemies evaporate
Hallelujah, to be honest, I could plan and do you
But I gotta rise above it, word to Dan Kaluuya
No chance, buffalo stance on my Neneh Cherry
They wanna see the Michael that they see on telly
You man just remind me of my girl, why you never ready?
I'm the GOAT, but that ain't nothin' I ain't said already
Oh, please, all my enemies are dead and buried
I need that Haagen-Dazs, I need that Ben & Jerry's
If we do it, then we do it large, I'm on my Kevin Perry
This ain't the same man who said his head was heavy
This is what I mean
This is what I mean
This is what I mean
This is what I mean
This is what I mean
This is what I mean
This is what I mean
This is what I mean",2022,Hip-Hop,54,6392705,57.6,"[""2SrSdSvpminqmStGELCSNd"", ""2LiqbH7OhqP0yuaG8VL1wJ"", ""21UPYSRWFKwtqvSAnFnSvS"", ""4imxqng3RrOBmykL2DhIJC"", ""2B3DdwYxUSSrYdda9V2UL0""]","[""afro adura"", ""afro r&b"", ""afrobeat"", ""afrobeats"", ""afropiano"", ""afropop"", ""afroswing"", ""alt\u00e9"", ""asakaa"", ""ghanaian hip hop"", ""grime"", ""hiplife"", ""uk drill"", ""uk grime""]"
20307,357EwLZfD9vuGTZ7dxqumw,Akbar,Master the Day of Judgement,"[""YoungBoy Never Broke Again""]",0.882,0.71,10,-6.688,0,0.157,0.522,0.0,0.131,0.445,118.915,142122,"Yeah
Swiff D

I like this
Go

My nigga tellin' me to pray to Allah
With some cold blooded killers standin' right in front the yard
Everybody got a pistol, needed one, got it hard
Sellin' drugs, havin' fights, it was hard in the North
But I say ""always, all praise to my god""
Left a stain in the street when we spin out the car
Red bandana tied 'round the rod
Hope my girl could forgive me livin' life like a star

All red bottoms lookin' like I walked on the scene
Homicide diamonds with the pistol
Young nigga came up still runnin' from the system
Caught his homeboys stealin' out the pack so he clipped 'em
Feelin' down, need somebody for to lift him
He been fightin' with his girl 'cause he say that they don't feel him

Momma say that he got drugs in his system
New image, old me, said they missed him
How the fuck I'm supposed to act when my father in prison
Tell another nigga listen, back then I ain't listen
Real Blood with some young niggas 'round me Crippin'

With some old heads out of jail leave a nigga missin'
Lot of money but they still don't understand how I'm livin'
From the streets to the can, either way I'm livin'
Boomer rip a nigga up one second in a minute
Tell a nigga hit me up if he really got tension

My nigga tellin' me to pray to Allah
With some cold blooded killers standin' right in front the yard
Everybody got a pistol, needed one, got it hard
Sellin' drugs, havin' fights, it was hard in the north
But I say ""always, all praise to my god""
Left a stain in the street when we spin out the car
Red bandana tied 'round the rod
Hope my girl could forgive me livin' life like a star

What I say? Press the button in the door, open up
Let my nigga out the whip, ain't no shootin' out the Wraith
Got the back and the front sewed up
Tell him spin around the block right before you catch a play
Came home started selling ayay

Got some dog food on me with some Ac' in the case
Got a K right in my home if you run in my place
Put a bullet in his dome, watch it exit his face
On my knees prayin' to God tellin' him I'm
Goin' home if I don't live up to goin' hard
One night I ain't go home,

Girl actin' crazy 'cause she mad that I'm livin' like a star
Bitch I'm straight up out them trenches, I ain't never had a heart
Ain't no plug, ain't no socket, I ain't never had a car
And you want them fancy things so you better play your part
Told that bitch you don't work then I swear you gon' starve

My nigga tellin' me to pray to Allah
With some cold blooded killers standin' right in front the yard
Everybody got a pistol, needed one, got it hard
Sellin' drugs, havin' fights, it was hard in the north
But I say ""always, all praise to my god""
Left a stain in the street when we spin out the car
Red bandana tied 'round the rod
Hope my girl could forgive me livin' life like a star (like a star)",2018,Hip-Hop,61,15437720,87.0,"[""7wlFDEWiM5OoIAt8RSli8b""]",[]
347000,0ZBPWoRkfZ8SLcDJaFnkUu,Passion - Naked Edit,Passion,"[""Gat Decor""]",0.71,0.625,5,-15.3,0,0.0414,0.00418,0.935,0.109,0.183,124.876,262400,"Do you know how lucky I feel I am
To find a man who loves me as I am
Never tried to change a single part of me
You're easy to love
With those qualities
And every day you teach me more and more
Inside me I'm all aglow
And every night you think of only me
OOh you keep me satisfied
You do all the things I like
I want your
Oh I want your soul
Do you want it right now
Or can I let go?
I want you so bad
Give me all you have
I can show you how
Do you want it right now
Right now Right Now Right Now
I got to know
I want to know
I got to know
Do you want it want it right now babe
Show you how if you want it right now
Do you want it want it right now babe
Got it here if you want it right now
Do you want it
Everyday
Do you want it
Everyday",1992,Electronic,57,13408,42.0,"[""6wbsiIvg0rsbL9JlLAH9GA""]","[""acid house""]"
248911,7wuh65sqmWBJRsjhmOM3Wl,Juice Box (feat. Yung Joc),Welcome to the Zoo,"[""Gorilla Zoe"", ""Yung Joc""]",0.728,0.8,2,-5.013,1,0.0369,0.0005769999999999,0.0,0.268,0.268,146.027,249840,"Ayy, Zoe
Whaddup Joc?
There's a lot of women out here
Yuh
And all they wanna do is have a good time shorty
Hehehehe
We gotta give 'em somethin' new to say
Like what?
Let's name it somethin' else
Juice box? (Juice box)

I make a juice box wet, wet, wet, wet, wet, wet
I make a juice box drip, drip, drip, drip, drip, drip
I make a juice box talk, talk, talk, talk, talk, talk
I make a juice box pop, pop, pop, pop, pop, pop

My eyes low (low)
Chinky like Mr. Miyagi
Extra fresh (fresh), I'm drippin' in Issey Miyake's (yes)
Wax on, wax off like Karate kid (kid)
28's on the Chevy, y'all know what it is (yeah)

Me and my dogs hit the club like bam (bam)
The trunk be like wham (wham)
Them hoes be like damn (damn)
Walk up in the club, neighborhood superstars (stars)
Buying up the bar (bar), cushin' a cigar ('gar)

A bitch on each arm (arm), and both them hoes foreign (foreign)
Menagin' wit' ya boy (boy), tryna drink my unborn (born)
Lickin' on each other, acrobatics with their tongue (tongue)
Shake it like Beyoncé, go ring the alarm

I make a juice box wet, wet, wet, wet, wet, wet
I make a juice box drip, drip, drip, drip, drip, drip
I make a juice box talk, talk, talk, talk, talk, talk
I make a juice box pop, pop, pop, pop, pop, pop

I go hard (hard), hard like a rock (rock)
I pogo stick a bitch (a bitch), until she holla stop (stop)
Have the juice box wet (wet), drippin' like a mop (a mop)
Treat her like a rope (a rope), and tie her in a knot (knot)

Hood-nigga shit, meet me at the travel lodge (lodge)
Bring some Red Bulls and some Trojans, extra large (large)
Work a big chop, she gon' lose a lot of carbs (carbs)
Make that juice box talk, man, I make that pussy fart (fart)

The girl can't win (win), once I get it in (in)
I turn her ass over (over), and make her back bend (bend)
I beat it for an hour (hour), then I rest for ten (ten)
And grab another rubber (rubber), and do it all again

I make a juice box wet, wet, wet, wet, wet, wet
I make a juice box drip, drip, drip, drip, drip, drip
I make a juice box talk, talk, talk, talk, talk, talk
I make a juice box pop, pop, pop, pop, pop, pop

Is it the way I say my name (name)
The way I rock my chain (chain)
The way I walk into the club, and drive the hoes insane (insane)
I roll with hood figures, real niggas, money getters
Fuck with us, ayy, choppa hit ya, choppa split ya, shit

Uh, enough of all that (all that)
Tryna make a juice box wet, fall back (fall back)
I whip it out (whip it out), what do you call that? (Call that)
She got skills, baby girl, haul ass

But I just follow the drip, follow the drip (and now)
She's all on my dick, she's all on my dick (wow)
She's rockin' her hips, she's rockin' her hips (pow)
Now she's callin' it quits, callin' it quits

I make a juice box wet, wet, wet, wet, wet, wet
I make a juice box drip, drip, drip, drip, drip, drip
I make a juice box talk, talk, talk, talk, talk, talk
I make a juice box pop, pop, pop, pop, pop, pop",2007,Hip-Hop,50,1795768,59.0,"[""3Y365ZqTf6fJ4ZcRnLKPGt"", ""23LbwefIODbyGdRbAz3urj""]","[""crunk"", ""southern hip hop""]"
181334,7t4rA2AxpG7yAhgRwopfn2,Groove Me,Guy,"[""Guy""]",0.8,0.624,1,-13.931,1,0.0704,0.0217,0.0,0.496,0.784,107.932,273760,"Groove Me Baby! Do Me! (repeated throughout the entire song)

When I get you home tonight
It is gonna be alright
Girl, just do it now
And let's just take it nice and slow
Hey, girl, I know
Girl I'm in a romantic mood and sing too
Won't you groove me?
Groove Me Tonight (sing along with me)
Groove Me baby

Even if it's only for awhile
Enjoy this good loving with a smile
Do it wild tonight
Having a heart attack tonight
We'll go wild tonight
Baby, baby I can be the one that does you right
And you can Groove Me, baby tonight!
Groove Me baby

Don't leave me with your prayers girl

Tell me you are on my world
Girl you know, girl don't let me be baby
I need your loving
If only you, my love, can Groove Me baby
Groove Me baby

Groove Me baby
Tonight tonight right now baby
That's what I want you to do
I want you to Groove Me tonight
Don't say no don't say maybe
Groove Me baby now! Yeah

Hold up! Hold up! It ain't over!
I thought y'all didn't like the beat?
It's not over! The party's not over!

Funky...(repeat over)

Hold up! Hold up! It ain't over!
I thought y'all didn't like the beat?
It's not over!",1988,R&B,48,808991,49.0,"[""2IBPIcSkvQZyoaVfoyZKE8""]","[""new jack swing"", ""quiet storm""]"
